,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,Kurtosis_A_F,Skewness_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,STD_A_V,Kurtosis_A_V,Skewness_A_V,RangeA_V,Minimum_A_L,Maximum_A_L,RMS_A_L,Variance_A_L,STD_A_L,Kurtosis_A_L,RangeA_L,P_A_F,P_A_V,P_A_L,EN_A_F,EN_A_V,EN_A_L,ENt_A_F,ENt_A_V,ENt_A_L
10949,1,-989,272,420.29942819999997,58884.673579999995,242.66164419999998,0.355003921,0.35877409899999996,1261,235,1696,996.5501508,65050.917720000005,255.050814,1.330686726,-0.465464765,1461,-346,683,250.94256690000003,40905.9978,202.2523122,0.608414541,1029,2876649.265,6357188.647000001,991430.7152,11305703,63559181,4030219,2.2871867409999997,2.268702492,2.506133
10950,1,-4272,1323,1019.5843980000001,992463.3438,996.2245447999999,5.465359011,-2.187101261,5595,-9,2225,1131.972394,187572.3506,433.09623710000005,0.7677349590000001,0.072020536,2234,-801,1792,502.6696853,159422.9219,399.27800069999995,2.6644490309999997,2593,36646293.0,8139785.031,4938516.85,66531350,82007136,16171316,2.7056457089999997,2.964388647,2.858191894
10951,1,-4989,2151,1253.960021,1492335.5780000002,1221.611877,3.1097644,-1.577151931,7140,-539,2117,1022.9588289999999,201740.1658,449.15494630000006,1.43377917,-0.346368684,2656,-1000,1603,589.5874352000001,242110.1836,492.0469323,1.121124604,2603,36648252.1,5831114.221,3568259.983,100634607,66972465,22247254,2.908905675,2.841526058,2.671090847
10952,1,-1747,848,516.4767359,219210.5928,468.19930880000004,1.120912857,-0.334232539,2595,352,2598,1098.00619,118094.5068,343.64881319999995,5.304166802,1.3978814869999998,2246,-702,1000,350.3690019,77362.80859,278.141706,1.672195371,1702,5675294.277000001,6867373.18,1386662.7140000002,17071886,77159526,7856540,2.669900207,2.794719585,3.014671443
10953,1,-3727,1222,1060.660466,1046127.413,1022.8037019999999,3.7420778180000003,-1.975936091,4949,-225,3500,1255.098129,357145.2148,597.6162772999999,6.184124102,1.6109592209999999,3725,-1188,2871,710.1024794,427291.3037,653.6752280000001,3.357776424,4059,41519827.6,14280276.46,10486090.35,72000040,100817364,32271714,2.396664588,2.862838052,2.788115685
10954,1,-4232,949,1075.262882,1094833.4270000001,1046.342882,3.8280456810000003,-2.034170069,5181,-500,3725,1209.899189,421765.9861,649.4351285,7.2467948479999995,1.908606575,4225,-1099,1811,592.6922684,299826.0381,547.5637297000001,0.961753715,2910,27032160.77,12898221.53,8166581.116,73996177,93686787,22482184,2.593986933,3.045460983,2.8772069719999998
10955,1,-4202,1464,1015.494653,968799.6833,984.2762231,4.493345034,-1.927358872,5666,-794,2519,1122.301388,334116.4063,578.0280324,0.9491732159999999,-0.24889979199999998,3313,-891,1762,493.3850392,192105.3103,438.29819789999993,1.501599717,2653,9450453.058,11548561.41,4586903.901000001,65998681,80611866,15579443,2.777264967,2.466505829,2.34960363
10956,1,-4959,1373,1119.541536,1213448.215,1101.5662550000002,7.83319652,-2.577971127,6332,-1058,2852,1293.6168949999999,706018.7439,840.2492153999999,-0.432772293,-0.269998752,3910,-910,1871,649.5877779,367602.4443,606.3022714,0.35682798,2781,16441785.98,30729324.45,6442003.352999999,80215888,107100459,27005714,3.1067671860000003,2.387899154,2.276368424
10957,1,-5000,1616,1378.155119,1754721.469,1324.659001,4.088535915,-2.055598563,6616,-813,2186,1200.812642,609180.6836,780.5002778,-0.6873139890000001,-0.603034556,2999,-722,2168,566.3652201,240927.9961,490.84416680000004,2.8066201530000003,2890,20318585.18,21798652.85,7758635.709,121555938,92284864,20529252,2.986703042,2.540702414,2.5244143919999997
10958,1,-4989,1414,1288.32402,1591657.781,1261.609203,5.931911682999999,-2.419808101,6403,-637,2078,1223.546542,497284.8787,705.184287,-0.89923809,-0.50972891,2715,-623,1405,470.6968073,137663.7927,371.03071669999997,1.69737595,2028,24033152.4,19548995.06,2569935.265,106225842,95812233,14179551,2.8431936560000004,2.206790507,2.32985006
10959,1,-4414,1141,1270.107439,1491000.812,1221.065441,4.135412861,-2.1448252930000002,5555,-862,2372,1185.9336970000002,437721.4294,661.6051915,0.143470997,-0.2302074,3234,-663,1247,520.9007973,186028.0095,431.30964460000007,0.332061423,1910,33238629.01,15608175.48,4522101.636,103243066,90012079,17365609,2.898455181,2.42621115,2.5775329819999997
10960,1,-4989,1515,1181.355471,1255748.124,1120.6016789999999,4.462616924,-1.871093795,6504,-1058,2431,1271.545412,834238.699,913.3666837000001,-0.685422379,-0.642224992,3489,-861,2405,836.5550638999999,613259.7021,783.1089976,0.017882746,3266,22030228.71,32010595.28,14192391.66,89318448,103476975,44788760,3.023174263,2.19105385,2.293689875
10961,1,-5000,989,1192.7450019999999,1282752.953,1132.586841,6.795469098,-2.439695676,5989,-1225,2313,1327.804814,934965.625,966.9362052000001,-0.7667759590000001,-0.567570613,3538,-1316,3059,971.4931887,843755.3025,918.5615398,0.905636117,4375,18273294.58,40289294.28,17499081.17,91049001,112836200,60403137,3.092495454,2.2629692880000003,2.316106254
10962,1,-5000,1505,1185.535052,1297221.513,1138.956326,4.963296641,-2.092658802,6505,-1666,3872,1598.996829,1564307.929,1250.7229630000002,-0.738063551,-0.22385404600000003,5538,-1574,2990,1016.833973,985695.5955,992.8220361,0.479381926,4564,22811977.29,67122443.95,11183288.31,89951575,163634615,66172885,2.951933103,2.179917658,2.414256281
10963,1,-3848,777,681.1787807,416398.7461,645.2896606,13.71878573,-3.004359426,4625,-186,2656,1203.452462,352186.9822,593.4534372,0.067664095,0.12071425599999999,2842,-1000,831,366.06633619999997,76104.17188,275.8698459,5.08525821,1831,7082665.62,16410346.65,1614110.45,29696290,92691061,8576292,3.094234587,2.476158201,3.008974836
10964,1,-4797,1565,1146.9512300000001,1193215.777,1092.344166,7.049393755,-2.526962274,6362,-1205,2470,1232.992245,537197.625,732.9376679,0.15016111,-0.392014649,3675,-762,1841,459.5212012,140262.3513,374.51615630000003,4.595734611,2603,18837106.43,30014863.02,3077802.671,84191816,97297272,13514223,3.115903061,2.219717207,2.652392601
10965,1,-4181,1121,752.0733944,509215.5623,713.5934152000001,13.18389845,-2.964091208,5302,-490,2166,1145.156335,304245.3398,551.5843905,0.012777793,-0.640521896,2656,-801,1871,634.1726771000001,337857.2693,581.254909,0.605196626,2672,7632277.791,13581917.18,9427464.319,36199321,83928514,25739199,3.0196194239999996,2.356409732,2.5654301630000003
10966,1,-3939,1101,899.5694717,741112.3904,860.8788477,5.947160944,-2.173418687,5040,-627,2019,1119.447171,381272.9063,617.4730003999999,-0.116915499,-0.633187441,2646,-891,2148,569.6833138999999,259729.0564,509.6362,1.81037661,3039,15157892.3,14472105.81,9536207.57,51790415,80202366,20770501,3.058611733,2.629197847,2.49276949
10967,1,-3929,1050,965.1692857,802086.7148,895.5929403999999,4.646338425,-2.029269708,4979,-1460,2362,1241.770189,520030.1658,721.131171,0.893649245,-0.879381959,3822,-1346,1425,545.5815561000001,240291.4998,490.195369,1.551240688,2771,22147262.83,19627558.89,5421683.506,59619312,98687565,19050191,2.808676122,2.267260099,2.451098823
10968,1,-4979,1686,1538.3879960000002,2209499.71,1486.438599,2.459679308,-1.702219619,6665,-843,2078,1158.900267,487164.6521,697.9718132999999,-0.541180232,-0.442671355,2921,-1594,1287,550.5971049,219988.0193,469.02880430000005,2.7744181269999997,2881,47615847.36,11566217.38,3859304.3910000003,151464808,85955189,19402059,2.774792422,2.494270844,2.733602805
10969,1,-4666,1505,1360.967435,1653803.8730000001,1286.003061,2.654428735,-1.741092057,6171,-784,2441,1110.301296,308647.2461,555.5602992,1.005841618,-0.5298203020000001,3225,-475,1485,453.9265325,136625.281,369.62857169999995,0.881222631,1960,20411331.56,13298857.98,4402013.313,118542871,78897214,13187155,2.945167545,2.419764786,2.448777574
10970,1,-4959,1707,1206.681516,1369257.976,1170.152971,6.180845426,-2.238091824,6666,-1313,2705,1245.459604,623920.9961,789.8866982999999,0.110457612,-0.697407562,4018,-811,2247,563.0624827,237665.1013,487.5090782,3.0236437169999997,3058,21488026.73,14773492.76,4169410.233,93189138,99274856,20290519,3.200454169,2.6152160230000003,2.763432225
10971,1,-5000,2121,1375.8818019999999,1742300.539,1319.962325,4.133477722,-1.9022396169999998,7121,-1411,2313,1256.8982839999999,619668.9021,787.1905119,0.529579596,-0.945348456,3724,-752,1534,496.28990710000005,180150.2244,424.44107289999994,0.529291826,2286,30281056.6,27016831.44,4722742.594,121155247,101106771,15763435,3.1809718160000005,2.296846541,2.539650221
10972,1,-4989,1292,1069.25423,1003860.713,1001.9284970000001,7.475530252,-2.399740581,6281,-1500,2627,1299.473439,865301.8281,930.2160115,-0.424519916,-0.7156245590000001,4127,-900,2752,738.7669837000001,482963.7656,694.9559451,1.745531383,3652,15763251.45,34059474.67,10334023.37,73171495,108072398,34929706,3.04478155,2.251455344,2.5712988969999997
10973,1,-5000,2363,1399.694833,1789066.71,1337.559984,5.884444522000001,-2.2630496630000003,7363,-3735,4156,1479.016174,1384504.835,1176.649835,2.780854928,-0.8253484459999999,7891,-1425,1693,535.8144356,242053.6794,491.98951150000005,2.9895825680000003,3118,34700956.76,49307011.56,5136220.209,125385320,139999286,18374215,3.047211103,2.7386984169999997,2.7901928469999997
10974,1,-4878,1626,1279.756019,1501337.5780000002,1225.290814,4.208827758,-2.069214811,6504,-1205,1950,1250.3279009999999,610591.3533,781.403451,0.103065451,-0.9990277870000001,3155,-445,1594,445.31642539999996,129433.2773,359.7683662,1.894070381,2039,21962953.6,26032029.21,5172238.171,104817630,100052471,12691630,3.101342758,2.301597961,2.243388599
10975,1,-1373,1101,496.67970999999994,201660.5681,449.06632930000006,1.5967360730000002,0.294868932,2474,-333,2313,1157.210351,276980.113,526.2890014,1.355072162,-0.430649834,2646,-405,851,331.31633769999996,58347.86694,241.55303130000001,0.705049923,1256,4114985.6569999997,15229143.59,905941.9247,15788207,85704691,7025313,2.7397056839999996,2.496024453,2.753958697
10976,1,-2606,1050,788.8594417,576047.3398,758.9778257,2.742075972,-1.650788325,3656,-254,1980,1062.735827,132717.1943,364.3037117,2.02631752,-0.469861223,2234,-346,1801,452.9699907,118212.1162,343.8198892,4.93200411,2147,13758180.36,8494412.251,2759063.8619999997,39827150,72282076,13131636,2.4763741180000003,2.76027447,2.7641344219999997
10977,1,-1818,979,551.8477059999999,267881.5916,517.5727887,2.600079036,-1.190332223,2797,156,2245,1116.455258,113245.5615,336.51977880000004,3.2385488110000002,0.8625943009999999,2089,-574,1336,397.406121,80855.98438,284.35186719999996,5.4939981389999994,1910,11265565.14,8463490.25,1891472.7880000002,19490297,79774230,10107624,2.5589970980000003,3.078989173,3.150882124
10978,1,-2404,1161,665.5839307,391728.0273,625.8817998,3.77893571,-1.532253369,3565,450,1980,1026.180707,72761.20996000001,269.742859,1.984409829,0.661287937,1530,-128,811,336.92794110000006,37809.475589999995,194.446588,0.329157301,939,14931805.35,3976428.872,1546958.843,28352126,67394998,7265308,2.2850828869999997,2.6526634330000003,2.57898642
10979,1,-3232,797,702.4785361,446101.8506,667.9085645,6.777375798,-2.357832278,4029,480,1901,1053.040642,56475.078129999994,237.6448571,2.646772478,0.829509618,1421,-267,1514,382.25895180000003,55068.84375,234.66751749999997,9.45283297,1781,12568295.71,7111406.1620000005,1610054.495,31582470,70969254,9351802,2.914650102,2.7140335419999997,3.039369245
10980,1,-888,515,348.5982421,64884.17163,254.7237163,1.4692242,0.136449356,1403,637,1519,992.4951038999999,31311.178710000004,176.94965019999998,0.8174453859999999,0.666756982,882,-1613,1554,507.2839904,172792.3982,415.68305019999997,8.162978504,3167,2174981.082,4913133.71,4966535.006,7777327,63042978,16469571,2.863355949,2.3454155930000002,2.864385258
10981,1,-616,606,233.0888377,35808.89746,189.23239009999998,4.142131836,1.267241181,1222,754,1617,1018.4979519999999,22628.12671,150.42648269999998,3.830193178,1.42121111,863,-1188,1693,496.1848037,192657.738,438.92794169999996,3.592323045,2881,733312.2115,5647731.319,3404325.287,3477146,66389637,15756759,2.714928651,2.6505147719999997,2.9609371230000003
10982,1,-2424,646,420.4541629,139863.6833,373.9835335,18.55346174,-3.5295535630000003,3070,676,1843,1014.806624,36166.17358,190.1740613,4.787865515,1.490686763,1167,-1673,1643,498.37493729999994,191458.0564,437.5592033,8.59092041,3316,2371962.8880000003,4801302.344,7279345.277000001,11314029,65909279,15896165,3.1656762880000002,2.678615684,2.9050367560000003
10983,1,-1030,464,278.58487260000004,56366.46875,237.4162352,2.235806974,-0.5857631729999999,1494,607,2088,1052.477954,48354.28125,219.89606919999997,8.035773843,2.146564627,1481,-465,1267,388.461569,102164.9294,319.6324912,1.705175445,1732,1066601.842,5278019.924,1576324.06,4967010,70893430,9657753,3.047510392,3.0204961810000004,2.676982125
10984,1,-525,414,241.4668714,30843.5459,175.62330680000002,0.9716089809999999,0.105399221,939,549,1480,1033.426287,35936.12866,189.56826909999998,0.83930536,0.36365002700000004,931,-712,821,383.60634530000004,78975.72241,281.0261952,2.051379845,1533,1301662.396,6096032.99,3050003.3680000002,3731600,68350073,9417845,2.491446658,1.8924444630000001,2.419815621
10985,1,-545,181,221.6436117,22122.15796,148.7351941,0.367419864,-0.11179994900000001,726,715,1294,996.6936198999999,13143.47827,114.6450098,0.885328662,-0.075695364,579,-326,1108,359.94485249999997,61691.90601,248.37855380000002,2.163113267,1434,1217348.733,4775499.6110000005,2833704.1010000003,3144057,63577483,8291859,2.508104758,2.509050602,2.732735501
10986,1,-828,232,251.04699509999998,23771.07813,154.17872140000003,3.665737062,-0.862546459,1060,803,1980,1009.903538,20530.05859,143.2831413,31.52288223,4.8624598269999995,1177,-544,1168,356.03945530000004,52422.663089999995,228.9599596,4.655821982,1712,589451.6715,4747181.093,2128212.327,4033574,65273930,8112902,3.0930064460000004,3.2485603480000003,2.9738238060000004
10987,1,-535,333,233.97679509999998,30443.253660000002,174.479952,0.6545917729999999,0.26602074,868,774,1323,990.4440055,11769.843509999999,108.48890959999999,1.0397324540000001,0.44239231,549,-663,1198,443.0183405,92581.25,304.27167139999995,2.730361943,1861,552783.0652,3967815.863,3976257.958,3503689,62782677,12560976,2.7602732239999996,2.407332584,2.664455389
10988,1,-919,1454,417.18163389999995,169829.7224,412.10401889999997,4.9432617930000005,2.161222644,2373,813,1421,1022.864383,11676.49585,108.05783570000001,3.06973246,1.298751174,608,-326,821,318.5488581,40340.8125,200.850224,1.578532049,1147,3892515.13,4853461.366,843203.6609,11138593,66960099,6494296,2.9086396060000004,2.936606644,2.745043284
10989,1,-1494,3111,537.3396853999999,275154.4053,524.5516231,21.34836973,3.2700738539999996,4605,441,1813,1029.689926,37761.18359,194.32237030000002,8.151797201,1.727747863,1372,-108,702,344.1215038,25022.51929,158.1850792,1.6236512840000001,810,2974733.2,5138879.641,1099267.365,18478972,67856726,7578855,3.2944545560000003,3.095898978,2.602112175
10990,1,-3303,1121,739.2290853,503357.98799999995,709.4772638999999,8.296602354,-2.668130662,4424,98,1705,1034.270924,53022.24609,230.265599,4.074357259,-0.155731255,1607,-306,1089,326.9644715,53089.015380000004,230.4105366,2.981136063,1395,6456173.324,4687898.964,682568.2481,34973417,68461846,6841969,2.9359777539999996,3.064021752,2.675256089
10991,1,-3767,898,856.0913995,698441.6443,835.728212,8.341801028999999,-2.775250909,4665,-186,2049,1065.3458210000001,103594.5273,321.8610373,3.3374972080000003,-0.230717614,2235,-247,1603,342.14377,63578.57007,252.1479131,11.96050516,1850,17345567.76,6310446.442000001,1404459.4009999998,46905119,72637550,7491991,2.932201707,3.050510468,2.9146167160000003
10992,1,-4414,1242,1083.2347539999998,1111878.03,1054.4562720000001,5.551924229,-2.255372618,5656,-411,2980,1133.311064,247560.9063,497.5549279,6.279195389,1.332492053,3391,-594,1772,429.38899180000004,115107.2461,339.274588,5.611114896,2366,37243801.56,8478584.841,2402510.966,75097442,82201214,11799994,2.9238648210000004,3.0170507239999997,2.9721590030000002
10993,1,-3585,1010,1003.366085,899138.9990000001,948.2294021,2.904162748,-1.7577556369999998,4595,166,2137,1041.657521,103805.3689,322.18840589999996,2.126111559,0.260146751,1971,-247,1297,404.61113660000007,85021.15601,291.5838747,2.398327899,1544,28947025.51,6288305.927,1832465.198,64431584,69443225,10477451,2.733067435,2.728234985,2.8080103210000003
10994,1,-3626,1141,955.2896648,838560.3398,915.7294032,5.255883852,-2.264519491,4767,-156,1588,1030.7025820000001,90829.56934,301.3794441,2.384950433,-0.905692177,1744,-396,1217,378.46334039999994,74081.93652,272.17997080000004,1.762876105,1613,16912434.29,6435806.94,2146176.083,58405014,67990260,9167008,2.765889801,2.8584713689999997,2.940467957
10995,1,-2272,565,466.07327410000005,152668.6033,390.7282985,12.76027285,-3.1085716789999998,2837,401,1872,1019.2869519999999,35661.94897,188.8437157,7.209499584,0.843258436,1471,-188,712,296.40739489999993,22193.28125,148.9740959,2.201389621,900,6722397.598999999,5713288.535,701952.8154,13902355,66492537,5622870,2.823194893,2.8958521210000003,2.937026392
10996,1,-1545,242,360.97812000000005,80122.20288,283.0586563,8.660875265,-2.520416857,1787,382,1460,1023.1516949999999,32381.25562,179.9479247,3.467499645,-0.9312070459999999,1078,-653,1207,369.9380016,89520.68359,299.2000729,3.1628134460000004,1860,3333626.392,5455992.307999999,4800682.433999999,8339533,66997721,8758664,2.475339102,2.285522654,2.280588083
10997,1,-3737,848,770.1400441000001,514505.5469,717.2904202000001,9.623943102,-2.8776744560000003,4585,98,1931,1020.322919,70864.64038,266.2041329,3.724397853,0.35941784,1833,-227,920,352.1799744,38611.53882,196.4981904,1.213595313,1147,14090415.39,3905882.655,1314795.9479999999,37959404,66627767,7937967,2.9000166810000003,2.911731942,2.766324493
10998,1,-2616,1000,520.3188025000001,253191.9648,503.18184069999995,8.948850247000001,-1.9447024569999998,3616,450,1803,1047.255401,76138.8125,275.9326231,0.231405693,0.428041076,1353,-485,821,327.87843119999997,33885.314210000004,184.0796409,4.2726268119999995,1306,6594801.352999999,6924191.94,1135240.262,17326826,70191608,6880273,2.8005525430000002,1.978958138,2.79142483
10999,1,-3171,1070,776.8526545,503199.1775,709.3653343,4.314240058999999,-1.781280339,4241,127,2352,1165.448881,220382.2021,469.44882800000005,0.791996796,0.67817896,2225,19,1148,467.5921534,46144.970460000004,214.8138042,0.601549274,1129,17099093.74,9491327.491,2152638.071,38624003,86929350,13993115,2.4522313319999998,1.878352059,2.203111668
11000,1,-898,414,224.1965864,31430.835689999996,177.2874381,5.313268048,-0.8166299459999999,1312,686,1362,1017.6751230000001,11645.15234,107.9127071,2.192782306,-0.511076696,676,-663,811,301.14279730000004,49217.48022,221.8501301,4.257157353999999,1474,566832.7102,4157239.1,1852863.5590000001,3216903,66282410,5803967,3.101814684,2.624708546,2.661508361
