,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,RangeA_V,Minimum_A_L,RMS_A_L,Variance_A_L,RangeA_L,EN_A_F,EN_A_V,EN_A_L
11086,1,-2373,3939,717.7955946000001,488778.5427,699.1269861000001,6312,-235,2215,1095.536063,112513.2283,2450,-485,292.3062392,30261.991210000004,1069,32974753,76812753,5468348
11087,1,-1303,3252,705.0956717,449785.6631,670.6606168999999,4555,-450,2107,1080.734256,217300.5928,2557,-415,284.828896,54344.131839999995,1266,31818234,74751138,5192160
11088,1,-3494,2676,895.1819734999999,796587.6091,892.517568,6170,-1254,2235,1102.1053570000001,283169.9531,3489,-742,340.6006643,73958.18359,1940,51286449,77736718,7424564
11089,1,0,181,76.06052278,1912.085693,43.72740209,181,941,1068,1009.2439539999999,776.1208496,127,158,254.274458,1056.9648439999999,168,370253,65188695,4137952
11090,1,-40,131,48.13116844,1088.325928,32.9897852,171,960,1078,1009.4104169999999,544.5895996,118,108,275.0524666,2424.425537,278,148263,65210201,4841847
11091,1,-40,232,70.81644406,3192.746094,56.50439004,272,911,1068,1017.2150859999999,1136.600586,157,138,222.03360530000003,1276.30835,149,320958,66222498,3155131
11092,1,0,50,31.64747225,129.46777340000003,11.37839063,50,1000,1029,1012.015416,62.82788086,29,207,242.0167866,159.2773438,70,64100,65547213,3748616
11093,1,-10,40,19.803724399999997,91.38183594,9.559384705,50,990,1039,1013.147416,108.74121090000001,49,237,250.8017145,104.2724609,40,25100,65693932,4025696
11094,1,-10,50,20.53959591,137.109375,11.70937125,60,990,1039,1012.845396,98.28686523,49,227,249.3145603,141.18652340000003,40,27000,65654771,3978096
11095,1,-3151,1343,513.5212081999999,220414.0273,469.4827232,4494,323,2245,1007.779242,38116.02734,1922,-336,346.90357989999995,34034.6709,1751,16877058,64999616,7701894
11096,1,-2383,1343,455.31738590000003,183698.8767,428.60106940000003,3726,29,2303,1016.230174,52840.31616,2274,-425,378.06377599999996,39549.874019999996,1504,13268091,66094321,9147662
11097,1,-1797,939,366.71744910000007,114005.8662,337.64754730000004,2736,127,1676,1005.8796990000001,33178.40625,1549,-485,369.331258,39383.06226,1267,8606828,64754814,8729957
11098,1,-2343,1525,491.29929780000003,229040.1211,478.58136310000003,3868,-205,2068,1027.173785,61481.97437,2273,-574,395.9818296,56994.97827000001,1732,15448000,67525503,10035303
11099,1,-3050,1868,579.87275,321421.7334,566.9406789,4918,156,1450,1007.022933,35294.131839999995,1294,-376,384.8379935,44938.87109,1692,21520154,64902092,9478418
11100,1,-2909,1989,638.4106731,384615.9375,620.1741187000001,4898,-19,1696,1021.7023019999999,53726.21484,1715,-435,434.7864058999999,84467.82813,1989,26084364,66808038,12098510
11101,1,-2656,2222,699.7119497,474970.9336,689.1813503,4878,-568,3215,1110.066622,231935.3818,3783,-881,544.1250431,186386.9023,3415,31334196,78863866,18948612
11102,1,-272,20,144.60927959999998,3865.2773439999996,62.17135469,292,911,1058,988.5584992,856.890625,147,168,322.1922223,4139.36499,277,1338358,62543866,6643701
11103,1,-1464,767,290.47821560000006,73852.11621000001,271.75745839999996,2231,392,1686,1000.9633640000001,21703.90234,1294,-306,352.35551119999997,26087.569340000002,1038,5400166,64123370,7945882
11104,1,-202,151,110.0577263,3737.593506,61.13586105,353,931,1088,997.8905016000001,1309.054443,157,148,296.7607938,3367.780273,267,775213,63730269,5636286
11105,1,-111,30,60.44380138,487.63256839999997,22.08240404,141,980,1029,1000.3535390000001,113.3649902,49,247,295.8139196,222.5585938,89,233821,64045261,5600376
11106,1,-818,737,194.083302,36563.80444,191.2166427,1555,313,2617,1035.140291,65663.13452,2304,-376,429.74160109999997,96784.12402,2534,2410773,68576987,11819382
11107,1,-90,-10,51.15845482,225.36621090000003,15.01220207,80,960,1019,993.1788531999999,138.0036621,59,277,316.37613589999995,227.9841309,89,167500,63129871,6406007
11108,1,-70,-20,42.16781948,127.734375,11.30196333,50,970,1019,994.3027394,104.875,49,297,317.493184,124.6149902,39,113800,63272828,6451323
11109,1,-70,-20,45.38033715,117.87109380000001,10.85684548,50,960,1009,989.5218542000001,105.09277340000001,49,287,321.71520310000005,128.37475590000003,59,131800,62665824,6624043
11110,1,-70,-20,44.66892096,94.89746094,9.741532782,50,970,1009,990.7462859999999,85.52124023,39,287,325.0399735,157.97436519999997,69,127700,62821005,6761663
11111,1,70,464,335.4731267,6429.15625,80.18201949,394,823,1137,985.0781774000001,4673.58374,314,-128,81.31795235,3721.866943,306,7202702,62104257,423207
11112,1,-202,545,210.0549779,35785.12109,189.1695565,747,764,1196,1023.234333,7691.967773,432,-465,205.16917560000002,33610.25366,930,2823878,67008544,2694041
11113,1,-1808,909,368.4882546,125443.2461,354.1796805,2717,382,1578,1027.822866,26258.28027,1196,-445,249.5246418,29007.605219999998,1088,8690150,67610870,3984803
11114,1,-2606,898,444.80645369999996,191472.7656,437.5760113,3504,-127,1921,1023.578824,54732.49976,2048,-217,390.3434786,69388.02734,1444,12662578,67053671,9751554
11115,1,-2525,2666,573.6380337,309020.6523,555.8962604,5191,-254,1764,996.7691637,69276.83179,2018,-297,412.34612660000005,50237.62866,1574,21059878,63587121,10881877
11116,1,-464,70,156.5403303,10543.97559,102.6838623,534,813,1078,990.7543922,2824.126709,265,69,334.13877169999995,14791.6084,554,1568312,62822033,7145518
11117,1,-151,232,89.82656901,7293.538086,85.40221359,383,901,1088,995.6820605,1202.2907710000002,187,9,303.11046360000006,6200.83374,426,516404,63448497,5880061
11118,1,-1333,5040,976.3265974999999,904620.9336,951.1156258,6373,-509,2764,1167.381659,294657.6875,3273,-663,371.3056566,78324.26538,1375,61005672,87217916,8823545
11119,1,-3222,5151,1372.7424310000001,1845452.554,1358.474348,8373,-1137,2735,1272.665019,610153.6875,3872,-772,403.2091385,106711.8552,1772,120602994,103659280,10404967
11120,1,-5000,5151,1275.555192,1595905.342,1263.291471,10151,-4911,4764,1638.5019550000002,1785392.0590000001,9675,-3752,751.6619607000001,526757.1228,5435,104130627,171820074,36159725
11121,1,-4101,5161,1424.514753,2009140.358,1417.441483,9262,-1274,3588,1224.674753,591142.6875,4862,-1009,454.70232360000006,142515.7166,2652,129871506,95989008,13232269
11122,1,-1555,4272,688.8199488,459759.99,678.0560375,5827,-784,2421,1122.281632,233853.5,3205,-465,282.526741,23021.06421,1088,30366267,80609028,5108567
11123,1,-1222,4575,740.0290957000001,528831.2256,727.2078283,5797,-421,3735,1168.10016,352390.5466,4156,-584,345.9418981,70965.92749,1613,35049156,87325311,7659251
11124,1,-3858,5101,1211.868031,1419783.125,1191.546527,8959,-1617,3411,1332.320901,818808.9099,5028,-1178,410.1459915,137600.2029,1999,93991944,113605055,10766063
11125,1,-3494,5101,1184.404116,1379561.625,1174.547413,8595,-745,3558,1233.496232,487382.8533,4303,-891,361.36929260000005,81726.04467999999,1623,89780039,97376829,8357617
11126,1,-2515,4494,884.0182848999999,757863.6775,870.5536615,7009,-784,2009,1105.110762,216858.6931,2793,-732,353.9284444,59360.82715,1840,50015253,78161267,8016982
11127,1,-1555,5090,1208.87604,1371362.53,1171.051891,6645,-1401,3343,1199.242411,487039.3201,4744,-900,409.0947896,106973.1638,2098,93528402,92043671,10710947
11128,1,-1323,313,231.16038799999998,51426.96484,226.77514159999998,1636,696,1931,1038.445172,21712.87109,1235,-1069,321.5513421,59890.4314,2227,3419848,69015576,6617297
11129,1,-737,868,288.2731452,78227.62109,279.6920111,1605,470,1980,1041.974043,59794.140629999994,1510,-29,298.3696847,22573.2959,672,5318490,69485434,5697566
11130,1,-4979,5181,1932.6415170000002,3695296.75,1922.315466,10160,-3715,3970,1843.593184,2370798.26,7685,-1643,622.5016943,336199.031,3108,239046607,217525493,24800535
11131,1,-2181,3040,747.9004362000001,554658.5303,744.7540066,5221,-205,1872,1083.647717,232058.1523,2077,-267,334.0650199,27354.375,960,35798724,75154712,7142364
11132,1,-3333,4959,1213.886508,1458441.381,1207.659464,8292,-509,2450,1128.70319,402519.4685,2959,-514,357.3038142,70656.99193999999,1514,94305309,81534137,8170625
11133,1,-1222,4191,765.2383003,550550.4961,741.9909002999999,5413,-500,2627,1188.618105,347982.4912,3127,-633,351.15552560000003,70947.89233,1633,37477738,90420032,7891853
11134,1,-5000,5000,1234.287655,1496585.388,1223.350068,10000,-2362,2921,1250.559019,650290.4548,5283,-980,439.03970139999996,115584.7556,2455,97501825,100089463,12336375
11135,1,-707,2565,431.6616695,159389.6521,399.2363361,3272,509,1882,1059.983933,47289.37109,1373,-178,236.70158560000002,18191.31226,544,11925235,71908220,3585769
11136,1,-1484,1868,661.6451324,391978.2813,626.081689,3352,-794,2205,1261.7459509999999,510987.7646,2999,-594,328.9978391,70500.44507,1326,28017554,101888182,6927333
11137,1,-4989,5141,1522.226684,2312942.982,1520.8362769999999,10130,-3372,4039,1570.082527,1825434.111,7411,-1168,427.3092411,136421.9219,2425,148299141,157770185,11685964
11138,1,-4020,5141,1086.547636,1162975.646,1078.413486,9161,-1245,2843,1248.40308,627224.9365,4088,-633,370.11237739999996,85006.29663,1464,75557489,99744656,8766923
11139,1,-5000,5171,1686.22196,2809338.835,1676.108241,10171,-4127,4725,1683.512432,1961887.2969999998,8852,-1663,550.7931922,260452.9548,2771,181974048,181389703,19415881
11140,1,-4979,5161,1683.740061,2821676.413,1679.7846329999998,10140,-2931,3558,1752.8527329999997,2078140.955,6489,-2742,803.6183212999999,605426.5273,4138,181438758,196639533,41331354
11141,1,-2373,4919,1152.284911,1269355.22,1126.656656,7292,-990,4127,1280.584376,552503.6084,5117,-1128,338.09738799999997,88197.30371000001,1860,84976673,104953366,7315830
11142,1,-20,333,120.31144479999999,3351.186523,57.88943361,353,950,1078,1001.7454449999999,616.8710937999999,128,138,274.3918844,2069.928711,218,926390,64223612,4818618
11143,1,-141,484,191.9138804,15941.65527,126.260268,625,715,1225,1001.9706359999999,10123.08496,510,-19,258.2736557,11627.05859,523,2357180,64252490,4269138
11144,1,-40,414,172.3555101,8102.015381,90.01119586,454,852,1245,1014.87684,3489.413086,393,79,231.3131333,3000.226318,247,1901211,65918400,3424369
11145,1,-787,1242,353.1250442,112778.7986,335.82554780000004,2029,137,1843,1058.935506,91436.56934,1706,-326,285.09677630000004,28874.94702,900,7980627,71766042,5201931
11146,1,-191,1090,335.110686,74341.17358,272.6557786,1281,49,1441,1022.5308289999999,70814.17749,1392,-198,249.8863179,16238.32593,663,7187147,66916435,3996363
11147,1,-292,1323,352.7496235,71640.05443999999,267.656598,1615,-58,1627,1023.634227,77047.88965,1685,-237,242.9769472,15297.99585,662,7963667,67060930,3778419
11148,1,-1363,3121,776.5266012999999,559716.5615,748.1420731000001,4484,-362,2127,1097.003774,227396.7773,2489,-178,317.48321810000004,45408.913089999995,890,38591588,77018706,6450918
11149,1,-1595,3202,617.7905819,357548.0837,597.9532454,4797,-245,2039,1086.229869,171785.2009,2284,-425,315.8956018,40573.850589999995,1207,24426573,75513301,6386562
11150,1,-161,595,253.51254280000003,28777.581789999997,169.63956430000002,756,617,1245,1004.0401199999999,26511.0,628,-19,232.79527620000002,6157.329834,484,4113191,64518180,3468393
11151,1,-808,1959,429.5584215,167733.9961,409.5534106,2767,303,1598,1046.933827,54139.875,1295,-148,290.6519611,22570.90234,1148,11809308,70148508,5406628
11152,1,-262,636,231.5721405,33212.39063,182.2426696,898,549,1235,1012.905544,24445.80444,686,-19,235.24385619999998,7645.206787,365,3432042,65662569,3541739
11153,1,-20,313,144.58696559999998,4541.384521,67.38979538,333,901,1196,1008.1536570000001,2230.388428,295,128,249.11568599999998,1696.277344,208,1337945,65047923,3971752
11154,1,-40,383,150.76616830000003,7230.1875,85.03050923,423,823,1137,1010.9172970000001,4566.350586,314,108,240.76755519999998,1733.3396,218,1454748,65405042,3710017
11155,1,30,363,173.6641874,6356.545897999999,79.72794929,333,823,1107,1000.845744,4471.519287,284,69,222.35890890000002,1953.5407710000002,218,1930192,64108301,3164383
11156,1,-979,1414,389.7023704,137400.3584,370.6755433,2393,284,1392,1036.724017,70479.53809,1108,-207,296.6698238,25098.236080000002,1018,9719548,68786988,5632831
11157,1,-414,929,301.88944060000006,78286.88647,279.79793870000003,1343,343,1843,1059.307844,72308.73804,1500,-237,287.50154889999993,29389.94312,870,5832783,71816519,5290057
11158,1,-414,696,277.72884710000005,55266.296879999994,235.08784930000002,1110,382,1735,1040.126382,54965.667720000005,1353,-79,273.76860669999996,19547.85938,920,4936532,69239225,4796752
11159,1,-171,707,262.6622118,42534.381839999995,206.2386526,878,568,1225,1029.897075,33664.08765,657,-118,243.5611127,12483.58765,474,4415452,67884031,3796609
11160,1,-515,1878,469.0001666,174924.3584,418.2395945,2393,-78,1725,1030.247346,133980.4053,1803,-207,267.8734543,32192.491210000004,1068,14077514,67930214,4592396
11161,1,0,898,286.1693118,38237.99609,195.54538119999998,898,362,1215,1009.354597,40521.16577,853,-207,228.3319951,14134.87109,583,5241144,65202989,3336672
11162,1,-979,1606,412.0261862,150073.5955,387.39333430000005,2585,49,1735,1054.5022,70458.96655,1686,-297,299.3901875,36468.21265,1287,10864997,71166393,5736607
11163,1,-262,1090,301.95306960000005,75464.60059,274.7082099,1352,196,1460,1051.971356,69460.6189,1264,-247,281.8089446,19880.28125,722,5835242,70825199,5082642
11164,1,-969,3181,593.4507667,334286.3896,578.1750509999999,4150,-421,1745,1041.183034,108257.7048,2166,-128,292.0452127,20472.42871,1157,22539764,69379975,5458586
11165,1,-1101,4909,827.6934064,637429.6709,798.3919281000001,6010,-147,1931,1114.943566,151008.8428,2078,-663,337.14506800000004,81631.39038,1474,43844888,79558346,7274675
11166,1,-10,454,221.71384989999999,9356.78125,96.73045668,464,813,1196,1005.6658550000001,5542.866211,383,29,194.1029447,4055.292725,297,3146050,64727284,2411261
11167,1,121,363,205.9436361,2412.78125,49.12006973,242,892,1078,1000.97689,1673.4646,186,108,201.6961669,1130.078125,169,2714418,64125103,2603606
11168,1,-1151,393,220.59153430000003,44192.538089999995,210.22021329999998,1544,549,2127,1037.757724,38261.631839999995,1578,-841,393.2802754,79713.20215,1870,3114280,68924230,9898840
11169,1,-1535,787,305.3467291,92063.5625,303.4197793,2322,382,1715,1029.8558679999999,36111.20483,1333,-1851,457.0296592,138841.449,2959,5967144,67878599,13368071
11170,1,-212,434,120.7693437,14283.88647,119.5152144,646,696,1147,1013.6415480000001,5916.795897999999,451,-69,274.58326380000005,9298.772461,455,933455,65758028,4825342
11171,1,-2121,1383,424.35007289999993,178182.0935,422.11620849999997,3504,-186,1823,1019.751839,55705.80859,2009,-554,340.2944727,47589.57983,1474,11524671,66553204,7411221
11172,1,-1111,1090,343.9878722,113130.1475,336.3482532,2201,-127,2754,1077.53929,120914.0349,2881,-1009,432.47783539999995,105892.2146,2801,7572970,74309819,11970373
11173,1,-2101,1373,403.075811,160524.4724,400.65505410000003,3474,-88,3627,1086.616825,150130.4648,3715,-881,420.4470091,98445.67188,2445,10398087,75567112,11313644
11174,1,-1141,1070,331.9482264,99197.41309,314.9562082,2211,68,1470,986.7900296,49813.07715,1402,-485,412.190471,71236.28491,1881,7052136,62320292,10873663
11175,1,-2000,1464,425.9433464,175758.115,419.2351548,3464,176,2470,1060.5295039999999,78673.30443999999,2294,-1366,538.0135773,186046.1189,3880,11611375,71982261,18525351
11176,1,-1333,1262,418.5027442,163591.656,404.4646536,2595,-137,1911,980.4206049000001,79444.87402,2048,-584,527.5280650000001,144135.3513,3049,11209251,61518372,17810295
11177,1,-1363,1020,346.5765608,103060.585,321.0305047,2383,29,1882,1028.340433,57827.767329999995,1853,-861,490.7918188,124008.7771,2286,7687380,67678979,15416103
11178,1,-2494,2454,510.4526637,260464.0974,510.35683339999997,4948,-607,2352,1017.510358,84367.14233,2959,-960,477.51413590000004,129619.9023,2603,16675963,66260949,14593264
11179,1,-727,232,172.3342047,22951.99585,151.4991612,959,656,1735,1008.558307,16846.079830000002,1079,-336,338.9449854,25921.320069999998,1068,1900741,65100151,7352557
11180,1,-1666,1171,332.3925108,109106.5156,330.3127543,2837,147,2176,1027.473616,55702.03125,2029,-475,383.72231170000003,60751.67871,1950,7071026,67564930,9423540
11181,1,-202,90,113.29986480000001,2657.941162,51.55522439,292,931,1078,993.3930727,873.8884277000001,147,168,322.84770499999996,3255.648193,297,821559,63157107,6670761
11182,1,-1979,1070,448.97254230000004,172420.7813,415.235814,3049,0,2245,1012.2422740000001,77814.20092999999,2245,-653,484.5977552,103394.7478,2108,12900886,65576603,15029439
11183,1,-1787,1282,417.0934398,156094.5898,395.0880786,3069,147,1901,1010.4535800000001,51530.04688,1754,-227,416.791802,61134.18652,1870,11133884,65345052,11117786
11184,1,-777,393,204.63317030000002,32371.531010000002,179.9209021,1170,725,1450,1003.900954,9691.246094,725,-396,315.6326484,21695.756840000002,950,2679983,64500296,6375934
11185,1,-2626,2616,585.2435791,339016.1287,582.2509156000001,5242,-39,1980,1020.0544560000001,55144.663089999995,2019,-237,410.68019039999996,83849.8584,2118,21920643,66592710,10794126
11186,1,-585,1404,251.2862225,61392.55835,247.7752174,1989,205,1921,1025.985913,49519.65234,1716,-485,370.02434460000006,54952.114989999995,1524,4041265,67369414,8762753
11187,1,-1292,2252,469.3772304,196256.0662,443.00797530000006,3544,-88,1745,1083.751745,106266.4023,1833,-99,251.28575619999998,14455.35059,613,14100159,75169142,4041250
11188,1,60,121,86.5517367,274.16967769999997,16.55806987,61,990,1049,1014.856779,153.29589840000003,59,198,221.73837340000003,188.6835938,69,479437,65915794,3146746
11189,1,-262,585,198.0370467,27712.757569999998,166.4714918,847,666,1313,1021.7728539999999,14143.64233,647,-168,273.1087238,21212.93652,791,2509995,66817265,4773656
11190,1,-535,2787,505.2447117,207965.9688,456.03285930000004,3322,-352,1676,1066.116316,158112.0898,2028,-574,305.98562569999996,59742.44702000001,1445,16337422,72742656,5992141
11191,1,-3323,5030,1213.555308,1395319.506,1181.236431,8353,0,2558,1203.702887,333005.5115,2558,-871,312.03878460000004,76726.59546,1366,94253855,92729641,6231565
11192,1,-3464,5141,1452.999043,2091404.4519999998,1446.1688880000002,8605,-2970,4686,1807.079144,2116886.969,7656,-2000,678.9350807,446251.2813,3306,135117198,208994242,29500982
11193,1,-4868,5161,1244.703322,1547647.375,1244.044764,10029,-1313,4705,1412.302027,975349.0251,6018,-732,355.0673132,74110.16967999999,1464,99154327,127654209,8068659
