,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,Kurtosis_A_F,Skewness_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,STD_A_V,Kurtosis_A_V,RangeA_V,Minimum_A_L,RMS_A_L,Variance_A_L,RangeA_L,EN_A_F,EN_A_V,EN_A_L
11158,1,-414,696,277.72884710000005,55266.296879999994,235.08784930000002,0.010327,0.470313315,1110,382,1735,1040.126382,54965.667720000005,234.44757990000002,1.711159295,1353,-79,273.76860669999996,19547.85938,920,4936532,69239225,4796752
11159,1,-171,707,262.6622118,42534.381839999995,206.2386526,0.196596301,1.1762250140000001,878,568,1225,1029.897075,33664.08765,183.4777579,0.23438181,657,-118,243.5611127,12483.58765,474,4415452,67884031,3796609
11160,1,-515,1878,469.0001666,174924.3584,418.2395945,4.09281494,1.822459316,2393,-78,1725,1030.247346,133980.4053,366.033339,0.5191763939999999,1803,-207,267.8734543,32192.491210000004,1068,14077514,67930214,4592396
11161,1,0,898,286.1693118,38237.99609,195.54538119999998,1.988874443,1.548988034,898,362,1215,1009.354597,40521.16577,201.2986979,1.7076231240000002,853,-207,228.3319951,14134.87109,583,5241144,65202989,3336672
11162,1,-979,1606,412.0261862,150073.5955,387.39333430000005,4.914063253,1.299311832,2585,49,1735,1054.5022,70458.96655,265.4410792,3.282044698,1686,-297,299.3901875,36468.21265,1287,10864997,71166393,5736607
11163,1,-262,1090,301.95306960000005,75464.60059,274.7082099,2.4054443030000003,1.622861611,1352,196,1460,1051.971356,69460.6189,263.5538254,1.274663879,1264,-247,281.8089446,19880.28125,722,5835242,70825199,5082642
11164,1,-969,3181,593.4507667,334286.3896,578.1750509999999,15.71046845,3.4759551560000004,4150,-421,1745,1041.183034,108257.7048,329.0253863,8.804692177,2166,-128,292.0452127,20472.42871,1157,22539764,69379975,5458586
11165,1,-1101,4909,827.6934064,637429.6709,798.3919281000001,17.69954016,3.668801406,6010,-147,1931,1114.943566,151008.8428,388.5985625,1.1841965559999998,2078,-663,337.14506800000004,81631.39038,1474,43844888,79558346,7274675
11166,1,-10,454,221.71384989999999,9356.78125,96.73045668,0.129978845,0.276118511,464,813,1196,1005.6658550000001,5542.866211,74.45042788,0.853633981,383,29,194.1029447,4055.292725,297,3146050,64727284,2411261
11167,1,121,363,205.9436361,2412.78125,49.12006973,2.0519690859999997,1.167526069,242,892,1078,1000.97689,1673.4646,40.90800166,-0.327799265,186,108,201.6961669,1130.078125,169,2714418,64125103,2603606
11168,1,-1151,393,220.59153430000003,44192.538089999995,210.22021329999998,10.99477115,-2.537250024,1544,549,2127,1037.757724,38261.631839999995,195.6058073,14.75024873,1578,-841,393.2802754,79713.20215,1870,3114280,68924230,9898840
11169,1,-1535,787,305.3467291,92063.5625,303.4197793,8.40160393,-1.359645617,2322,382,1715,1029.8558679999999,36111.20483,190.0294841,3.6697621010000003,1333,-1851,457.0296592,138841.449,2959,5967144,67878599,13368071
11170,1,-212,434,120.7693437,14283.88647,119.5152144,2.534945616,1.32481564,646,696,1147,1013.6415480000001,5916.795897999999,76.92071177,4.2517649660000005,451,-69,274.58326380000005,9298.772461,455,933455,65758028,4825342
11171,1,-2121,1383,424.35007289999993,178182.0935,422.11620849999997,9.726967813,-1.546105109,3504,-186,1823,1019.751839,55705.80859,236.02077999999997,10.36055741,2009,-554,340.2944727,47589.57983,1474,11524671,66553204,7411221
11172,1,-1111,1090,343.9878722,113130.1475,336.3482532,4.89121767,-0.045170495,2201,-127,2754,1077.53929,120914.0349,347.7269545,11.05075614,2881,-1009,432.47783539999995,105892.2146,2801,7572970,74309819,11970373
11173,1,-2101,1373,403.075811,160524.4724,400.65505410000003,11.51705087,-1.08367431,3474,-88,3627,1086.616825,150130.4648,387.46672739999997,30.72776604,3715,-881,420.4470091,98445.67188,2445,10398087,75567112,11313644
11174,1,-1141,1070,331.9482264,99197.41309,314.9562082,5.438501075,-0.30125008,2211,68,1470,986.7900296,49813.07715,223.18843419999996,5.209608321,1402,-485,412.190471,71236.28491,1881,7052136,62320292,10873663
11175,1,-2000,1464,425.9433464,175758.115,419.2351548,8.40362151,-0.691641325,3464,176,2470,1060.5295039999999,78673.30443999999,280.4876191,11.30130421,2294,-1366,538.0135773,186046.1189,3880,11611375,71982261,18525351
11176,1,-1333,1262,418.5027442,163591.656,404.4646536,3.532964606,-0.14608246,2595,-137,1911,980.4206049000001,79444.87402,281.8596708,6.805185177,2048,-584,527.5280650000001,144135.3513,3049,11209251,61518372,17810295
11177,1,-1363,1020,346.5765608,103060.585,321.0305047,4.885509701,-0.211487366,2383,29,1882,1028.340433,57827.767329999995,240.47404709999998,5.918231333,1853,-861,490.7918188,124008.7771,2286,7687380,67678979,15416103
11178,1,-2494,2454,510.4526637,260464.0974,510.35683339999997,14.93752124,-0.062397185,4948,-607,2352,1017.510358,84367.14233,290.460225,19.09431656,2959,-960,477.51413590000004,129619.9023,2603,16675963,66260949,14593264
11179,1,-727,232,172.3342047,22951.99585,151.4991612,3.756300552,-0.844801151,959,656,1735,1008.558307,16846.079830000002,129.7924491,14.54894072,1079,-336,338.9449854,25921.320069999998,1068,1900741,65100151,7352557
11180,1,-1666,1171,332.3925108,109106.5156,330.3127543,10.78635695,-0.48477273600000004,2837,147,2176,1027.473616,55702.03125,236.0127777,11.83962381,2029,-475,383.72231170000003,60751.67871,1950,7071026,67564930,9423540
11181,1,-202,90,113.29986480000001,2657.941162,51.55522439,1.7599011480000002,0.921306665,292,931,1078,993.3930727,873.8884277000001,29.56160394,-0.058873079,147,168,322.84770499999996,3255.648193,297,821559,63157107,6670761
11182,1,-1979,1070,448.97254230000004,172420.7813,415.235814,6.055911503,-0.497077912,3049,0,2245,1012.2422740000001,77814.20092999999,278.9519689,8.357752538,2245,-653,484.5977552,103394.7478,2108,12900886,65576603,15029439
11183,1,-1787,1282,417.0934398,156094.5898,395.0880786,6.801164602999999,-0.358388981,3069,147,1901,1010.4535800000001,51530.04688,227.00230589999998,7.244011679,1754,-227,416.791802,61134.18652,1870,11133884,65345052,11117786
11184,1,-777,393,204.63317030000002,32371.531010000002,179.9209021,3.784658548,-0.270640824,1170,725,1450,1003.900954,9691.246094,98.44412676,6.255737537000001,725,-396,315.6326484,21695.756840000002,950,2679983,64500296,6375934
11185,1,-2626,2616,585.2435791,339016.1287,582.2509156000001,12.43023767,-0.428005471,5242,-39,1980,1020.0544560000001,55144.663089999995,234.8290082,12.68857919,2019,-237,410.68019039999996,83849.8584,2118,21920643,66592710,10794126
11186,1,-585,1404,251.2862225,61392.55835,247.7752174,16.34604839,2.98132932,1989,205,1921,1025.985913,49519.65234,222.5301156,5.865487988,1716,-485,370.02434460000006,54952.114989999995,1524,4041265,67369414,8762753
11187,1,-1292,2252,469.3772304,196256.0662,443.00797530000006,9.748975545,1.7291517840000001,3544,-88,1745,1083.751745,106266.4023,325.9852793,2.199329449,1833,-99,251.28575619999998,14455.35059,613,14100159,75169142,4041250
11188,1,60,121,86.5517367,274.16967769999997,16.55806987,-0.542675665,0.34953463,61,990,1049,1014.856779,153.29589840000003,12.38127208,0.067403525,59,198,221.73837340000003,188.6835938,69,479437,65915794,3146746
11189,1,-262,585,198.0370467,27712.757569999998,166.4714918,0.8551525740000001,0.37571089700000004,847,666,1313,1021.7728539999999,14143.64233,118.9270463,2.135996519,647,-168,273.1087238,21212.93652,791,2509995,66817265,4773656
11190,1,-535,2787,505.2447117,207965.9688,456.03285930000004,14.39761763,3.26941997,3322,-352,1676,1066.116316,158112.0898,397.6331096,1.89344466,2028,-574,305.98562569999996,59742.44702000001,1445,16337422,72742656,5992141
11191,1,-3323,5030,1213.555308,1395319.506,1181.236431,7.28933802,1.544553034,8353,0,2558,1203.702887,333005.5115,577.0662973,0.565120197,2558,-871,312.03878460000004,76726.59546,1366,94253855,92729641,6231565
11192,1,-3464,5141,1452.999043,2091404.4519999998,1446.1688880000002,4.676153008,1.44687452,8605,-2970,4686,1807.079144,2116886.969,1454.952566,0.895331878,7656,-2000,678.9350807,446251.2813,3306,135117198,208994242,29500982
11193,1,-4868,5161,1244.703322,1547647.375,1244.044764,10.15185524,0.8999184709999999,10029,-1313,4705,1412.302027,975349.0251,987.5976027999999,4.827558436,6018,-732,355.0673132,74110.16967999999,1464,99154327,127654209,8068659
11194,1,-2484,5151,1459.627184,2042775.2240000002,1429.256878,3.913583358,1.7591488219999998,7635,-2647,4049,1609.480157,1540890.155,1241.325967,0.9996163840000001,6696,-1683,499.35408279999996,245731.9648,2653,136352737,165787288,15958688
11195,1,-5000,5161,1892.2128870000001,3548991.088,1883.876612,2.27770237,0.601286371,10161,-3186,4784,1857.693164,2657115.047,1630.0659640000001,0.051447654,7970,-1712,708.0963917,471244.0068,4355,229150055,220865529,32089632
11196,1,-1646,5090,769.1459346,581827.7334,762.7763325,26.41979327,4.013151174,6736,-774,2441,1151.586562,318919.8318,564.7298751000001,1.944064016,3215,-821,350.49708010000006,91646.29272,1692,37861470,84873703,7862285
11197,1,-171,3000,568.2986258,201478.4041,448.8634581,16.81276554,3.465205732,3171,-568,1715,1068.863123,230503.0615,480.1073438,1.277996661,2283,-1118,282.8256696,77969.57592999999,1484,20669653,73117976,5119383
11198,1,-3222,5171,1445.052719,1967757.515,1402.7678050000002,4.567679877,1.514386003,8393,-441,2460,1274.430112,463940.1833,681.1315463,-0.24307326699999998,2901,-1495,508.13951389999994,251453.5486,2356,133643351,103947015,16525169
11199,1,-1828,2878,656.6533284,386698.9648,621.8512401,9.289931089,1.901118039,4706,-421,1833,1075.232053,143836.4531,379.2577661,3.734786455,2254,-673,251.18431980000003,36626.33984,1296,27596390,73991934,4037988
11200,1,-3232,5121,1010.6674,937475.4209,968.2331439,11.44787379,1.5545720859999999,8353,-1029,2333,1116.0108369999998,287895.6211,536.5590565,5.064257124,3362,-1069,261.35141569999996,60978.27246,1484,65372710,79710732,4371492
11201,1,-2616,4272,859.4010632000001,713616.0615,844.7579899,11.16392221,2.257900534,6888,-205,2264,1131.611786,193119.9119,439.45410669999995,1.7288682119999998,2469,-683,313.8523986,40414.796630000004,1336,47268492,81954895,6304213
11202,1,-3030,5060,1045.602241,1061827.699,1030.450241,13.83942821,2.704860478,8090,-539,2333,1162.40388,352182.5313,593.4496872000001,0.868196807,2872,-831,316.9598999,74938.52318999999,1296,69970179,86475698,6429669
11203,1,-818,2767,450.5960982,157374.4961,396.7045451,24.72911999,3.941145725,3585,-225,1441,1046.291068,101401.3193,318.4357382,4.076684223,1666,-752,241.1700969,39218.07397,1326,12994358,70062400,3722433
11204,1,-505,3959,609.3814102000001,305753.6912,552.9499897000001,30.27654607,5.1234104160000005,4464,-833,1862,1122.614693,160190.5381,400.2381017,8.128372481,2695,-772,225.5318367,33797.63647,1227,23766125,80656880,3255335
11205,1,-333,1323,458.8249768,104661.6365,323.51450739999996,1.421160688,1.186600087,1656,-127,1411,1016.6742119999999,136491.8923,369.4480915,1.2635897870000001,1538,-366,160.4379748,19945.32813,722,13473303,66152093,1647382
11206,1,-70,636,313.7901867,23644.93652,153.76910130000002,-0.23120555399999998,0.198004189,706,519,1500,1039.4340710000001,39640.65234,199.0996041,0.22650800199999999,981,-118,127.3387461,8432.608398,454,6301714,69147084,1037770
11207,1,-1202,3101,586.8127628999999,312252.2568,558.7953622,12.01350358,2.660609476,4303,29,1509,1063.7144529999998,80991.55859,284.59015899999997,3.068197058,1480,-366,252.8852259,25154.24902,831,22038350,72415260,4092860
11208,1,-868,2616,593.6551635,305858.1619,553.0444484,9.823160269,2.676552922,3484,-264,1882,1046.964713,119157.3064,345.19169510000006,4.234183518,2146,-702,238.54883540000003,34578.65015,1226,22555293,70152647,3641955
11209,1,70,464,252.1623671,8221.23999,90.67105376,-0.219470284,0.36979189700000004,394,784,1117,1009.261983,5190.027344,72.04184439,0.576858501,333,39,127.9478043,2714.5271,218,4069495,65191024,1047721
11210,1,-373,1212,440.6088295,125909.0681,354.83667810000003,0.217277678,0.568408436,1585,-254,1852,1127.452861,181898.9705,426.49615530000005,0.9974867890000001,2106,-346,189.10591440000002,27138.18335,801,12424713,81353597,2288707
11211,1,-5000,5151,1257.119805,1503248.533,1226.070362,9.302895799,0.215015061,10151,-3039,3813,1387.259692,1094539.9840000002,1046.20265,3.2975353480000003,6852,-1386,437.072988,171768.2244,2643,101142413,123167325,12226099
11212,1,-1020,2686,534.3362850999999,258099.1501,508.0345954,12.17952671,2.840017162,3706,68,1921,1071.083396,93549.46851,305.85857599999997,2.291641668,1853,-386,271.54177860000004,30730.54688,1098,18272977,73422057,4719036
11213,1,-1545,5070,947.7775731,805266.8591,897.3666247000001,11.99016656,2.888184242,6615,-549,2500,1144.879128,344950.6563,587.3250005,0.313274306,3049,-1376,389.7388348,130767.0115,2603,57490069,83887886,9721367
11214,1,-3323,4939,1092.837698,1157292.105,1075.775118,11.66142376,2.473693312,8262,-813,2411,1192.823724,294519.7646,542.696752,1.882401589,3224,-1702,417.8000419,124827.875,3098,76434831,91061020,11171640
11215,1,-979,3959,787.8169104,550289.6326,741.8150932,9.432073535,2.497568641,4938,-254,2117,1071.8583310000001,193007.4336,439.32611299999996,0.9503441690000001,2371,-772,275.5236208,58003.298579999995,1306,39721951,73528338,4858449
11216,1,-4606,5141,1292.28475,1620215.1090000002,1272.876706,6.078229411000001,0.7019039220000001,9747,-1068,2990,1216.689598,372083.9138,609.9868144999999,2.645943018,4058,-643,331.47218960000004,69221.17188,1266,106879992,94741349,7031924
11217,1,-1212,4898,779.4622746,556992.6719,746.3194168,22.2158284,3.9272144630000003,6110,-323,1901,1103.7916050000001,208770.5459,456.91415589999997,1.318825832,2224,-801,295.03450539999994,54909.19507,1365,38883932,77974778,5570903
11218,1,-212,2242,512.0573241000001,151573.7068,389.3246804,7.195789813999999,2.154759718,2454,-852,1715,1060.746494,245690.8398,495.6721092,1.726319109,2567,-405,213.1558262,32138.433589999997,840,16780973,72011720,2907866
11219,1,-1464,5151,1220.226766,1392280.947,1179.949553,6.521356235,2.305490554,6615,-1411,3156,1337.663968,923950.7576,961.2235731000001,0.6291011910000001,4567,-1574,404.59765889999994,146097.4392,2187,95293015,114518073,10476753
11220,1,-2070,5131,1261.712657,1526310.8080000002,1235.43952,6.296241596000001,2.383104452,7201,-794,3039,1216.030029,464365.3193,681.4435555,1.2829352379999999,3833,-940,495.92758729999997,200754.7126,3326,101882805,94638658,15740427
11221,1,-525,888,359.0846001,59179.734379999994,243.268852,1.2444568109999998,-0.09087735699999999,1413,372,2117,1047.956553,69953.56152,264.4873561,3.764377674,1745,-346,253.8017496,34567.36694,1435,8252272,70285628,4122581
11222,1,-1010,4111,705.0559597,389027.3438,623.7205654,19.00042736,3.3501805630000003,5121,-411,1607,1096.6615960000001,274755.8896,524.1716223,0.11307304800000001,2018,-1108,317.8197209,87596.83984,1692,31814650,76970666,6464600
11223,1,-2909,3979,896.4307958999999,758451.8416,870.8914063,9.885913396,1.833990033,6888,-411,3088,1168.2305,311316.8594,557.9577577,2.3497261259999997,3499,-1217,390.61437989999996,102780.8818,2613,51429643,87344800,9765094
11224,1,-1343,5070,860.1970432,605467.7712,778.1180959,18.49427087,3.391238457,6413,-1666,2313,1234.555784,615650.9333,784.6342672999999,1.08905778,3979,-1554,393.89657989999995,152767.2771,2445,47356093,97544191,9929889
11225,1,-5000,5131,1445.8967910000001,2061012.0269999998,1435.622523,5.780311064,0.89156555,10131,-4098,4735,1464.630868,1204395.135,1097.449377,7.518262836,8833,-1801,565.5131934,271136.6755,3147,133799522,137289189,20467531
11226,1,-1282,3828,743.0139425,487870.8281,698.4775072000001,9.026651257000001,2.227720506,5110,-1696,2745,1354.589012,826989.5134,909.3896377999998,0.509322773,4441,-1316,376.2542981,125844.48800000001,2068,35332462,117434329,9060307
11227,1,-5000,5141,1505.925878,2214711.309,1488.190616,3.272963131,0.29932436100000004,10141,-3147,4676,1517.847139,1627559.2969999998,1275.7583220000001,1.316873924,7823,-1712,571.652238,298918.1523,3117,145140016,147447036,20914322
11228,1,90,313,153.36904019999997,1802.671875,42.45788354,3.685137096,1.767599064,223,941,1068,1009.141026,568.3708496,23.84052956,0.679870568,127,99,223.4975182,1447.960693,198,1505412,65175399,3196873
11229,1,30,343,191.17330980000003,4399.86499,66.33147812,0.126937572,0.23492150399999998,313,803,1215,1010.260502,5507.061522999999,74.20957838,1.189876269,412,-99,181.3754738,5341.0625,386,2339023,65320082,2105412
11230,1,80,252,169.84740390000002,744.7614746,27.29031833,2.15202288,0.10311652800000001,172,960,1068,1013.3484490000001,484.47241210000004,22.01073402,-0.23175037899999998,108,79,180.71502949999999,890.4294434000001,168,1846281,65720005,2090107
11231,1,-1727,2030,513.8847754999999,236976.1719,486.8019843,6.907187607000001,0.7344317309999999,3757,0,1941,1066.640645,92950.80835,304.87835010000003,3.3097941730000002,1941,-178,232.5307775,13279.186520000001,643,16900964,72814225,3460516
11232,1,-232,1050,300.4782126,57333.56152,239.4442764,3.7370781980000003,1.5631918219999998,1282,215,1490,1038.391545,64648.51465,254.26072180000003,2.38799221,1275,-405,247.3307818,30552.98413,791,5778378,69008448,3915041
11233,1,-80,868,369.2759596,40932.00952,202.3166071,0.290437034,0.495108121,948,235,1313,1004.347899,58668.521239999995,242.2158567,0.8068103790000001,1078,-356,181.8124033,22949.21777,722,8727343,64557741,2115568
11234,1,-141,1515,444.51502719999996,99438.67749,315.33898819999996,4.511917531,1.9620563830000002,1656,-715,1666,1081.150826,194748.9529,441.3036969,4.506023293,2381,-613,218.3923505,41828.61621,1088,12645991,74808775,3052494
11235,1,-20,888,395.2445841,32929.51563,181.46491569999998,0.38855009700000004,0.728232131,908,245,1343,999.803426,54306.44507,233.03743280000003,0.61808657,1098,-277,126.09972490000001,12418.296629999999,613,9997970,63974841,1017673
11236,1,-1818,4171,1030.854401,1013854.322,1006.903333,6.141895872,1.994400114,5989,-392,2480,1159.3178289999998,319209.5955,564.9863675,0.7912070609999999,2872,-633,327.899208,78282.23413,1504,68010291,86017141,6881145
11237,1,-383,595,268.5077687,36499.345460000004,191.0480187,0.301290008,0.213172883,978,588,1372,1019.258224,24051.45679,155.085321,0.811338163,784,-267,248.60746540000002,21699.351319999998,712,4614171,66488789,3955563
